2026-02-27 07:57:25,843 | INFO | MainThread | logger initialized file=C:\AI\VideoGen\logs\20260227_075725_videogen_pid8916.log level=DEBUG
2026-02-27 07:57:25,891 | INFO | asyncio-portal-2597c0e8d40 | request method=GET path=/api/settings query= status=200 elapsed_ms=0.9
2026-02-27 07:57:25,891 | INFO | AnyIO worker thread | logger initialized file=C:\AI\VideoGen\logs\20260227_075725_videogen_pid8916.log level=INFO
2026-02-27 07:57:25,891 | INFO | AnyIO worker thread | settings updated models_dir=models outputs_dir=outputs tmp_dir=tmp logs_dir=logs log_level=INFO listen_port=8000 rocm_aotriton_experimental=True require_gpu=True allow_cpu_fallback=False preload_default_t2i_on_startup=True t2v_backend=auto t2v_npu_runner= t2v_npu_model_dir=
2026-02-27 07:57:25,891 | INFO | asyncio-portal-2597d8ec140 | request method=PUT path=/api/settings query= status=200 elapsed_ms=2.8
2026-02-27 07:57:25,891 | INFO | asyncio-portal-2597d8ec950 | request method=GET path=/api/settings query= status=200 elapsed_ms=0.5
2026-02-27 07:57:25,906 | INFO | AnyIO worker thread | local model deleted base_dir=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-58\test_delete_local_model_endpoi0\delete-target name=org--sample path=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-58\test_delete_local_model_endpoi0\delete-target\org--sample
2026-02-27 07:57:25,906 | INFO | asyncio-portal-2597d908a70 | request method=POST path=/api/models/local/delete query= status=200 elapsed_ms=2.3
2026-02-27 07:57:25,906 | INFO | asyncio-portal-2597d909dc0 | request method=POST path=/api/models/local/delete query= status=400 elapsed_ms=1.3
2026-02-27 07:57:25,934 | INFO | asyncio-portal-2597d96e150 | request method=GET path=/api/settings query= status=200 elapsed_ms=0.6
2026-02-27 07:57:25,937 | INFO | AnyIO worker thread | settings updated models_dir=models outputs_dir=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-58\test_outputs_list_and_delete0\outputs tmp_dir=tmp logs_dir=logs log_level=INFO listen_port=8000 rocm_aotriton_experimental=True require_gpu=True allow_cpu_fallback=False preload_default_t2i_on_startup=True t2v_backend=auto t2v_npu_runner= t2v_npu_model_dir=
2026-02-27 07:57:25,937 | INFO | asyncio-portal-2597d96eb10 | request method=PUT path=/api/settings query= status=200 elapsed_ms=2.2
2026-02-27 07:57:25,937 | INFO | AnyIO worker thread | output deleted path=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-58\test_outputs_list_and_delete0\outputs\sample.png
2026-02-27 07:57:25,937 | INFO | asyncio-portal-2597d98c500 | request method=POST path=/api/outputs/delete query= status=200 elapsed_ms=1.5
2026-02-27 07:57:25,937 | INFO | asyncio-portal-2597d98d400 | request method=POST path=/api/outputs/delete query= status=400 elapsed_ms=0.9
2026-02-27 07:57:25,937 | INFO | AnyIO worker thread | task created id=716a895f-b165-4a7f-b270-0858cf958873 type=download message=Download queued
2026-02-27 07:57:25,937 | INFO | AnyIO worker thread | download requested task_id=716a895f-b165-4a7f-b270-0858cf958873 repo=foo/bar revision=None target_dir=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-58\test_download_task_lifecycle0\download-target
2026-02-27 07:57:25,937 | INFO | asyncio-portal-2597d96d850 | request method=POST path=/api/models/download query= status=200 elapsed_ms=1.1
2026-02-27 07:57:25,953 | INFO | Thread-14 (download_model_worker) | download start task_id=716a895f-b165-4a7f-b270-0858cf958873 repo=foo/bar revision=main target=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-58\test_download_task_lifecycle0\download-target\foo--bar
2026-02-27 07:57:25,953 | INFO | Thread-14 (download_model_worker) | task status id=716a895f-b165-4a7f-b270-0858cf958873 type=download queued->running progress=0.000 message=Preparing download foo/bar
2026-02-27 07:57:26,314 | INFO | Thread-14 (download_model_worker) | task status id=716a895f-b165-4a7f-b270-0858cf958873 type=download running->completed progress=1.000 message=Download complete
2026-02-27 07:57:26,315 | INFO | Thread-14 (download_model_worker) | download done task_id=716a895f-b165-4a7f-b270-0858cf958873 repo=foo/bar local_path=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-58\test_download_task_lifecycle0\download-target\foo--bar
2026-02-27 07:57:26,376 | INFO | AnyIO worker thread | task created id=16cabeb1-7af7-4add-8131-dd16cfdb4a6c type=download message=Download queued
2026-02-27 07:57:26,376 | INFO | AnyIO worker thread | download requested task_id=16cabeb1-7af7-4add-8131-dd16cfdb4a6c repo=civitai/123 revision=None target_dir=C:\Users\tetsuomorisaki\AppData\Local\Temp\pytest-of-tetsuomorisaki\pytest-58\test_download_task_lifecycle_c0\download-target-civitai
2026-02-27 07:57:26,376 | INFO | asyncio-portal-2597d9ac980 | request method=POST path=/api/models/download query= status=200 elapsed_ms=1.2
